Laboratory_number;Radiocarbon age (years BP);Error;delta_C13;delta_N15;C:N;%C;%collagen;Calculation details;Laboratory treatment;Calibration used;Dated material;Context;Site;Country;Source;Group;Subgroup;Notes
Ki-7831;4035;90;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From western individual in northern chamber in cist grave;Czu?czyce-Kolonia 6;Poland;"W?odarczak and Przyby?a 2013, Tab. 7; M�ller 2023, Supplement 9; Bronicki 2019, 226-7 ";GA;C;
Ki-7830;4020;90;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From eastern individual in northern chamber in cist grave;Czu?czyce-Kolonia 6;Poland;"W?odarczak and Przyby?a 2013, Tab. 7; M�ller 2023, Supplement 9; Bronicki 2019, 226-7 ";GA;C;
Poz-61739;3995;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From eastern individual in southern chamber of cist grave;Czu?czyce-Kolonia 6;Poland;"W?odarczak and Przyby?a 2013, Tab. 7; M�ller 2023, Supplement 9; Bronicki 2019, 226-7 ";GA;C;
Ki-7829;3940;85;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From western individua in southern chamber in cist grave;Czu?czyce-Kolonia 6;Poland;"W?odarczak and Przyby?a 2013, Tab. 7; M�ller 2023, Supplement 9; Bronicki 2019, 226-7 ";GA;C;
Ki-5841;4120;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From burial in grave pit;Krasnystaw 8;Poland;"W?odarczak and Przyby?a 2013, Tab. 7; M�ller 2023, Supplement 9; cf.W?odarczak 2016, 538; Bronicki 2019, 204-205; ";GA;C;
AAR-28702;4208;35;-20,8;10,8;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 1 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-28703;4187;36;-19,9;12,9;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 2 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-28704;4230;36;-20,1;10,9;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 3 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-26315;4239;33;-20,4;10,4;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 4 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-28705;4202;36;-20,1;11,7;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 5 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-28706;4220;34;-19,6;12,5;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 7 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-26318;4204;44;-20,5;10;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 9 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-28707;4215;35;-20,3;11,6;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 11 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
AAR-28708;4211;40;-20,3;11,1;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Homo sapiens, anatomy indet.);From individual 12 in mass grave (feature 523);Koszyce 3;Poland;"W?odarczak and Przyby?a 2013, Tab.5-6; W?odarczak et al. 2021 Tab. 1; M�ller 2023, Supplement 9";GA;C;"Several other dates are reported for this burial and the individuals therein (see sources) but most of these are considered outliers by W?odarczak et al. (2021); Combine() with the other individuals in this mass grave."
Poz-62452;4100;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, long bone);From multiple burial in pit grave III;Bia?y Potok;Ukraine;Goslar and Szmyt 2016a, 500 in M�ller 2023, Supplement 9;GA;E;There is a second date (Poz-57505 4195�35BP) from this individual but R-combine fails X2: ff=1, T = 4.255(5% 3.8), so picked the youngest
Gd-9249;4080;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Animal, anatomy indet.);From deposition of multiple animals in pit;Krasnaselski, feature 3;Belarus;Szmyt 1999, 66 in M�ller 2023, Supplement 9;GA;E;
Ki-5009;4040;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in a cist;Dovge;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;
Le-5021;4090;70;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in cist;Ivanye;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;"R-combine with Ki-5141; same individual"
Ki-5141;4030;50;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in cist;Ivanye;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;"R-combine with Le-5021; same individual"
Ki-5586;4130;70;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in cist;Khartonivtsy 2;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;"R-combine with Ki-5587; same individual"
Ki-5587;4060;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in cist;Khartonivtsy 2;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;"R-combine with Ki-5586; same individual"
Ki-5006;4150;55;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in grave lacking stone structures;Loshniv;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;
Ki-5919;4150;50;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in grave lacking stone structures;Ozdiv;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;
Ki-6930;3935;45;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From individual in multiple burial in cist;Suyemtsy 2;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;
Ki-5011;4310;45;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From a cist grave;Tovpyzhyn 1;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;R-Combine with Ki-5010, same individual
Ki-5010;4270;50;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From a cist grave;Tovpyzhyn 1;Ukraine;"Szmyt 1999, 64; Szmyt 2009, 242; M�ller 2023, Supplement 9";GA;E;R-Combine with Ki-5011, ame individual
Ki-5008;4220;70;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From mutiple burial in cist;Vorvulintsy;Ukraine;"Szmyt 1999, 65; Szmyt 2009, 242-244; M�ller 2023, Supplement 9";GA;E;
Ki-10654;4320;60;-19,9;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);;B�rgauani;Romania;"Szmyt 2009, 243-244; M�ller 2023, Supplement 9";GA;E;
Ki-10651;4370;60;-19,3;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From cist grave;Basarabi;Romana;"Szmyt 2009, 243-244; M�ller 2023, Supplement 9";GA;E;
Ki-10653;4140;60;-18,9;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From cist grave;Piatra Neamt;Romania;"Szmyt 2009, 243-244; M�ller 2023, Supplement 9";GA;E;
Poz-109011;4370;40;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);From grave pit 252 I-1, western double cattle burial;Zelchow 26;Poland;Dirks 2020, 65-66 in M�ller 2023, Supplement 9;GA;W;Combine with Poz-109008
Poz-109008;4395;35;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);From grave pit 252 II-4, western double cattle burial;Zelchow 26;Poland;Dirks 2020, 65-66 in M�ller 2023, Supplement 9;GA;W;Combine with Poz-109011
Poz-109010;4215;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);From grave pit 396 eastern pit;Zelchow 26;Poland;Dirks 2020, 65-66 in M�ller 2023, Supplement 9;GA;W;
KIA-23660;4158;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);From cattle burial in context 3074;Thale-J�tchenberg;Germany;"D�hle/Pape 2006; Rinne 2006b, 48 in M�ller 2023, Supplement 9";GA;W;
Erl-8208;4286;62;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From grave, context 2091;Thale-J�tchenberg;Germany;"D�hle/Pape 2006; Rinne 2006b, 48 in M�ller 2023, Supplement 9";GA;W;
KIA-41788;4560;37;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From grave cist with double burial;Osterburg-D�sedau;Germany;Heiner 2018, 189 ff in M�ller 2023, Supplement 9;GA;W;R_Combine with KIA-41788A, same individual
KIA-41788A;4522;39;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From grave cist with double burial;Osterburg-D�sedau;Germany;Heiner 2018, 189 ff in M�ller 2023, Supplement 9;GA;W;R_Combine with KIA-41788, same individual
KIA-41789;4374;33;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From grave cist with double burial;Osterburg-D�sedau;Germany;Heiner 2018, 189 ff in M�ller 2023, Supplement 9;GA;W;There is a second date (KiA-41789A 4696�34BP) from this burial, but X2-Test: df=1 T=46.209(5% 3.8) in R-combine. So took the most recent one
KN-4894;4071;41;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);grave pit ;Augsdorf-Br�ddelberg;Germany;"M�ller 2001, 210; M�ller 2023, Supplement 9";GA;W;
KN-4895;4112;54;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);grave pit ;Deesdorf-Pfingstberg;Germany;"M�ller 2001, 210; M�ller 2023, Supplement 9";GA;W;
KN-4896;4219;54;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);grave pit ;G�rzig Reinsdorf;Germany;"M�ller 2001, 210; M�ller 2023, Supplement 9";GA;W;
Bln-1346;4185;60;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);grave pit;Gro��rner 8;Germany;"M�ller 2001, 210; M�ller 2023, Supplement 9";GA;W;
KIA-354;4150;30;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);grave pit ;Gro�-Wei�andt-G�lzau-n Kirche;Germany;"M�ller 2001, 210; M�ller 2023, Supplement 9";GA;W;
Bln-4709;4100;41;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);cattle burial, context 3074;Oschersleben;Germany;"M�ller 2001, 210; M�ller 2023, Supplement 9";GA;W;
KIA-39688;4120;26;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From grave pit with double burial near cattle burial;Zauschwitz;Germany;"Woidich 2014, 172; Bergemann 2018, 314 f. in M�ller 2023 Supplement 9";GA;W;Combine with KIA-39688
KIA-39687;4185;26;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Homo sapiens, anatomy indet.);From grave pit with double burial near cattle burial;Zauschwitz;Germany;"Woidich 2014, 172; Bergemann 2018, 314 f. in M�ller 2023 Supplement 9";GA;W;Combine with KIA-39687
KIA-39689;4109;24;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);From cattle burial near double burial;Zauschwitz;Germany;"Woidich 2014, 172; Bergemann 2018, 314 f. in M�ller 2023 Supplement 9";GA;W;
KIA-39689;4188;25;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;;Bone (Bos sp., anatomy indet.);From cattle burial near double burial;Zauschwitz;Germany;"Woidich 2014, 172; Bergemann 2018, 314 f. in M�ller 2023 Supplement 9";GA;W;
Ua-42928;4046;39;-23,5;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Bone (Lepidus timidus, metatarsal 5);From occupation layer;V�sterbjers;Sweden;"Lindstr�m 2024, Appendix 2; Ahlgren et al. 2016, SI1";PW;ND;
Ua-11407;4010;60;-22,11;Not reported;Not reported;Not reported;Not reported;Not reported;Not reported;Calibrated using r5 atmospheric data and IntCal20 calibration curve (Reimer et al. 2020) in OxCal v4.4.4 (Bronk Ramsey 2021) ;Seed (Corylus avellana, nut shell);From feature A1;Vedmora;Sweden;"Lindstr�m 2024, Appendix 2; Bj�rck and Bj�rck 1999, 41";PW;ND;
